Link,Liffey
/Restaurant_Review-g186605-d10387074-Reviews-Tang_Cafe-Dublin_County_Dublin.html,3.0170747023749853
/Restaurant_Review-g186605-d13477650-Reviews-Glovers_Alley-Dublin_County_Dublin.html,0.8030016329050627
/Restaurant_Review-g186605-d6403998-Reviews-Darkey_Kelly_s_Bar_Restaurant-Dublin_County_Dublin.html,2.9074723730437073
/Restaurant_Review-g186605-d2239110-Reviews-Mulberry_Garden-Dublin_County_Dublin.html,0.22857606789936527
/Restaurant_Review-g186605-d15590976-Reviews-The_Landmark-Dublin_County_Dublin.html,0.636474356926957
/Restaurant_Review-g186605-d5504360-Reviews-1900_Restaurant-Dublin_County_Dublin.html,0.45297913577388926
/Restaurant_Review-g186605-d696187-Reviews-Chapter_One-Dublin_County_Dublin.html,0.7252692778618606
/Restaurant_Review-g186605-d1587791-Reviews-Bloom_Brasserie-Dublin_County_Dublin.html,0.4055288411429048
/Restaurant_Review-g186605-d11727304-Reviews-Lemon_and_Duke_Bar-Dublin_County_Dublin.html,0.949978698471383
/Restaurant_Review-g186605-d5821541-Reviews-Gerry_s_Coffee_Shop-Dublin_County_Dublin.html,0.5687868513479661
/Restaurant_Review-g186605-d1146791-Reviews-Dax_Restaurant-Dublin_County_Dublin.html,0.42261772860187324
/Restaurant_Review-g186605-d12930262-Reviews-The_Little_Pig_Speakeasy-Dublin_County_Dublin.html,1.3115399050668546
/Restaurant_Review-g186605-d2480052-Reviews-Keshk_Cafe-Dublin_County_Dublin.html,0.40261227960504203
/Restaurant_Review-g186605-d10769716-Reviews-Lavanda_Restaurant-Dublin_County_Dublin.html,1.2023755191787466
/Restaurant_Review-g186605-d16827337-Reviews-JP_Mooneys-Dublin_County_Dublin.html,0.9591948377585436
/Restaurant_Review-g186605-d15038602-Reviews-Crow_Street_Restaurant-Dublin_County_Dublin.html,2.401152471691788
/Restaurant_Review-g186605-d1923786-Reviews-SOUP_DRAGON-Dublin_County_Dublin.html,3.0170747023749853
/Restaurant_Review-g186605-d9976712-Reviews-Urbanity-Dublin_County_Dublin.html,3.0170747023749853
/Restaurant_Review-g186605-d11915576-Reviews-Boco_Bar_Oven-Dublin_County_Dublin.html,0.9711453560114214
/Restaurant_Review-g186605-d3674448-Reviews-PHX_Bistro-Dublin_County_Dublin.html,3.0170747023749853
/Restaurant_Review-g186605-d13414303-Reviews-Restaurant_SIX-Dublin_County_Dublin.html,0.9117547003599074
/Restaurant_Review-g186605-d11804698-Reviews-Mr_Fox_Restaurant-Dublin_County_Dublin.html,0.8447829764102188
/Restaurant_Review-g186605-d3873866-Reviews-The_Vintage_Kitchen-Dublin_County_Dublin.html,3.0170747023749853
/Restaurant_Review-g186605-d3337240-Reviews-Lovinspoon-Dublin_County_Dublin.html,0.6071076599510501
/Restaurant_Review-g186605-d804494-Reviews-F_X_Buckley_Steakhouse_Temple_Bar-Dublin_County_Dublin.html,2.8084805931719403
/Restaurant_Review-g186605-d5322567-Reviews-Etto-Dublin_County_Dublin.html,0.5705757674632393
/Restaurant_Review-g186605-d6849117-Reviews-The_Blind_Pig_Speakeasy-Dublin_County_Dublin.html,1.4554038478060525
/Restaurant_Review-g186605-d6522141-Reviews-Beanhive-Dublin_County_Dublin.html,0.748017863324012
/Restaurant_Review-g186605-d15360635-Reviews-One_Society-Dublin_County_Dublin.html,0.8751961239401264
/Restaurant_Review-g186605-d13536271-Reviews-SOLE_Seafood_and_Grill-Dublin_County_Dublin.html,1.1943920874852099
/Restaurant_Review-g186605-d786211-Reviews-Pearl_Brasserie-Dublin_County_Dublin.html,0.5735685896832354
/Restaurant_Review-g186605-d15319186-Reviews-Eatokyo_Asian_Street_Food-Dublin_County_Dublin.html,1.960805251314374
/Restaurant_Review-g186605-d14775134-Reviews-Queen_of_Tarts-Dublin_County_Dublin.html,3.0170747023749853
/Restaurant_Review-g186605-d799247-Reviews-Red_Torch_Ginger-Dublin_County_Dublin.html,1.6390935116988317
/Restaurant_Review-g186605-d19043000-Reviews-Mister_S-Dublin_County_Dublin.html,0.4777434629902231
/Restaurant_Review-g186605-d693140-Reviews-Restaurant_Patrick_Guilbaud-Dublin_County_Dublin.html,0.5827699459313165
